#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 01 02 20 50  46  6.9  8.8  3.30 12.12  8.50 340 1021.8  22.2  23.9  12.4 99.0 99.00
2013 01 02 21 50  56  7.0  8.3  3.07 12.12  8.13 344 1020.9  22.3  23.9  11.8 99.0 99.00
2013 01 02 22 50  50  7.5  9.7  3.33 12.12  8.49 345 1020.1  22.2  23.9  11.7 99.0 99.00
2013 01 02 23 50  40  6.3  8.2  3.32 12.12  8.68 331 1019.3  21.9  24.0  12.3 99.0 99.00
2013 01 03 00 50  41  5.5  6.9  3.58 12.12  9.30 342 1018.6  21.9  24.0  12.4 99.0 99.00
2013 01 03 01 50  49  5.9  7.7  3.90 12.12  9.57 341 1018.4  22.0  24.0  11.4 99.0 99.00
2013 01 03 02 50  35  6.6  8.5  4.00 16.00  9.96 341 1018.7  22.1  24.0  11.0 99.0 99.00
2013 01 03 03 50  52  6.2  7.9  3.98 12.90  9.91 337 1019.2  22.1  23.9  12.2 99.0 99.00
2013 01 03 04 50  49  6.1  8.0  3.86 14.81  9.70 344 1019.6  22.0  23.9  12.1 99.0 99.00
2013 01 03 05 50  43  8.0  9.9  3.72 13.79  9.80 333 1020.4  22.1  23.9  12.9 99.0 99.00
2013 01 03 06 50  52  6.6  7.9  3.63 12.12  9.12 332 1021.0  22.0  23.9  12.8 99.0 99.00
2013 01 03 07 50  58  6.6  8.6  3.36 13.79  8.89 340 1021.2  21.9  23.9  12.6 99.0 99.00
2013 01 03 08 50  57  8.2 10.1  3.38 14.81  8.85 330 1020.9  21.1  23.9  15.3 99.0 99.00
2013 01 03 09 50  50  7.0  8.5  2.87 14.81  8.48 336 1020.8  21.1  23.9  14.9 99.0 99.00
2013 01 03 10 50 157  4.3  6.9  2.75 13.79  8.30 344 1020.8  18.9  23.9  15.8 99.0 99.00
2013 01 03 11 50  27  7.2  9.0  2.45 10.81  7.52 344 1020.2  20.6  23.9  16.0 99.0 99.00
2013 01 03 12 50  35  6.1  7.3  2.67 12.90  7.98 347 1019.7  20.7  23.9  15.4 99.0 99.00
2013 01 03 13 50  35  6.8  8.3  2.65 13.79  8.03 351 1019.3  20.7  23.9  15.7 99.0 99.00
2013 01 03 14 50  90  6.0  8.0  2.56 12.90  7.51 333 1019.2  20.0  23.9  16.6 99.0 99.00
2013 01 03 15 50  21  8.4 10.2  2.54 12.90  7.55 336 1019.2  20.1  23.9  16.7 99.0 99.00
2013 01 03 16 50  31  6.9  9.2  2.62 11.43  7.53 345 1019.8  20.8  23.9  15.7 99.0 99.00
2013 01 03 17 50  15  8.4 10.3  2.31 11.43  6.89 339 1020.2  19.7  23.9  15.9 99.0 99.00
2013 01 03 18 50  26  9.2 11.4  2.47 12.12  7.13 335 1021.2  20.4  23.9  16.1 99.0 99.00
2013 01 03 19 50  48 10.3 12.8  2.18 12.12  6.68 343 1021.8  19.6  23.9  16.7 99.0 99.00
2013 01 03 20 50  34 10.0 12.0  2.35 11.43  6.86 346 1021.7  20.9  23.9  15.8 99.0 99.00
2013 01 03 21 50  48 10.7 12.9  2.44 11.43  6.47 341 1021.0  20.9  23.9  15.4 99.0 99.00
2013 01 03 22 50  43 10.4 12.5  2.54 11.43  6.75 347 1020.0  21.4  23.9  14.9 99.0 99.00
2013 01 04 00 50  47  9.3 11.4  2.42 11.43  6.31 342 1019.4  21.4  24.0  15.4 99.0 99.00
2013 01 04 01 50  45  9.9 13.3  2.50 11.43  6.48 349 1019.3  21.6  24.0  15.5 99.0 99.00
2013 01 04 02 50  53 10.4 12.6  2.75 10.00  6.91  20 1019.6  22.1  24.0  15.2 99.0 99.00
2013 01 04 03 50  56 10.7 13.0  2.90 12.12  6.89 352 1020.0  22.2  23.9  15.1 99.0 99.00
2013 01 04 04 50  47 11.3 13.3  2.87 12.12  6.49 350 1020.3  22.1  23.9  15.2 99.0 99.00
2013 01 04 05 50  54 11.1 14.0  3.03 11.43  6.79 340 1021.0  22.2  23.9  15.1 99.0 99.00
2013 01 04 06 50  58 10.9 13.3  2.87 12.12  6.73 352 1021.4  22.3  23.9  15.4 99.0 99.00
2013 01 04 07 50  61 10.3 12.9  2.85 11.43  6.44 335 1021.4  22.2  23.9  15.1 99.0 99.00
2013 01 04 08 50  73 10.1 12.2  2.83  9.09  6.42  41 1021.4  22.2  23.9  15.6 99.0 99.00
2013 01 04 09 50  68 10.7 12.6  2.84 10.00  6.43  38 1021.0  22.4  23.9  16.2 99.0 99.00
2013 01 04 10 50  75 10.0 12.9  2.76 10.00  6.42  61 1020.6  22.4  23.9  16.2 99.0 99.00
2013 01 04 11 50  86 11.1 14.1  2.72 10.00  6.38  42 1020.4  21.8  23.9  16.5 99.0 99.00
2013 01 04 12 50  86 10.3 13.2  2.76 10.00  6.47  69 1020.5  22.3  23.9  17.2 99.0 99.00
2013 01 04 13 50  68 10.8 12.7  2.98  7.14  6.35  92 1020.7  22.6  23.9  16.7 99.0 99.00
2013 01 04 14 50  62 10.3 12.6  2.78  7.69  6.21  83 1021.0  22.2  23.9  17.0 99.0 99.00
2013 01 04 15 50  79 10.8 15.1  2.75  7.14  6.20  85 1021.2  22.1  23.9  16.4 99.0 99.00
2013 01 04 16 50  74 10.8 13.1  2.70  7.69  6.20  86 1021.5  22.7  23.8  15.8 99.0 99.00
2013 01 04 17 50  79 11.5 13.5  2.83  7.14  6.31  86 1022.0  22.8  23.8  15.3 99.0 99.00
2013 01 04 18 50  86 11.2 14.2  2.92  7.69  6.54  78 1022.5  23.1  23.8  15.9 99.0 99.00
2013 01 04 19 50  96 11.8 14.3  2.96  7.69  6.37  87 1022.8  23.3  23.9  15.3 99.0 99.00
2013 01 04 20 50  95 12.4 14.9  2.97  7.69  6.39  90 1022.7  23.5  23.9  15.2 99.0 99.00
2013 01 04 21 50  95 11.4 14.1  2.93  8.33  6.41  94 1022.2  23.5  23.9  15.2 99.0 99.00
2013 01 04 22 50  93 11.4 14.1  3.24  9.09  6.59  89 1021.1  23.4  23.9  15.7 99.0 99.00
2013 01 04 23 50  96 11.7 14.3  2.99  8.33  6.45  95 1020.0  23.5  24.0  15.6 99.0 99.00
2013 01 05 00 50  98 11.4 13.6  3.10  8.33  6.62  99 1019.7  23.5  24.0  16.8 99.0 99.00
2013 01 05 01 50 105 11.3 14.4  3.22  8.33  6.72  99 1020.0  23.7  23.9  15.7 99.0 99.00
2013 01 05 02 50  92 10.5 13.5  3.16  9.09  6.69  87 1020.3  23.6  23.9  16.9 99.0 99.00
2013 01 05 03 50  91 11.3 13.7  3.11  9.09  6.68 106 1020.6  23.6  23.9  16.7 99.0 99.00
2013 01 05 04 50  94 11.1 13.6  3.24  8.33  6.69  99 1021.3  23.6  23.9  17.0 99.0 99.00
2013 01 05 05 50  91 11.0 13.3  3.43 10.00  7.03  93 1021.9  23.6  23.9  17.6 99.0 99.00
2013 01 05 06 50  92 10.5 13.5  3.67  9.09  6.96  98 1022.4  23.6  23.9  17.3 99.0 99.00
2013 01 05 07 50  95 10.9 13.7  3.43  9.09  6.80 100 1022.7  23.4  23.9  17.7 99.0 99.00
2013 01 05 08 50  91 10.2 12.7  3.47  9.09  7.09  88 1022.7  23.3  23.9  17.8 99.0 99.00
2013 01 05 09 50  98 12.1 14.4  3.52  9.09  7.14  91 1022.2  23.6  23.9  17.3 99.0 99.00
2013 01 05 10 50 106 10.7 14.3  3.68  9.09  7.24  90 1021.9  22.9  23.9  18.5 99.0 99.00
2013 01 05 11 50  99 12.3 15.2  3.80  9.09  7.18  91 1021.1  23.5  23.9  17.2 99.0 99.00
2013 01 05 12 50 103 11.6 14.3  3.94  9.09  7.33 101 1020.7  23.5  23.8  17.1 99.0 99.00
2013 01 05 13 50 102 11.8 14.2  3.58  8.33  7.18  89 1020.7  23.3  23.8  17.4 99.0 99.00
2013 01 05 14 50 107 11.3 14.4  3.39  9.09  6.96  99 1020.9  23.3  23.8  17.5 99.0 99.00
2013 01 05 15 50 119 10.0 12.5  3.50  9.09  7.07  93 1021.6  23.3  23.8  17.1 99.0 99.00
2013 01 05 16 50 114 10.2 12.7  4.01 10.00  7.62 106 1021.8  23.4  23.8  17.2 99.0 99.00
2013 01 05 17 50 106  9.6 11.6  3.84 10.00  7.67 101 1022.8  23.4  23.8  17.6 99.0 99.00
2013 01 05 18 50 106  9.8 12.1  3.59 10.00  7.45 103 1023.7  23.6  23.8  16.5 99.0 99.00
2013 01 05 19 50 105  8.9 11.4  3.63  9.09  7.69  90 1024.3  23.6  23.8  17.3 99.0 99.00
2013 01 05 20 50 101  9.7 11.7  3.65 10.00  7.50 101 1023.8  23.7  23.9  17.1 99.0 99.00
2013 01 05 21 50 108 10.7 12.8  3.93 10.81  7.86  96 1022.8  23.7  23.9  16.9 99.0 99.00
2013 01 05 22 50 106 10.2 12.4  3.27 10.81  7.26  81 1021.6  23.6  23.9  17.3 99.0 99.00
2013 01 05 23 50 109 10.9 13.3  3.92 10.00  7.71  92 1020.2  23.6  24.0  17.2 99.0 99.00
2013 01 06 00 50 108 10.0 11.9  3.61 10.00  7.65  94 1019.7  23.7  24.0  17.3 99.0 99.00
2013 01 06 01 50 113 10.7 13.0  3.57 10.00  7.47  88 1019.8  23.6  24.0  17.2 99.0 99.00
2013 01 06 02 50 112 10.5 13.5  3.39 10.81  7.42  88 1020.5  23.7  23.9  17.9 99.0 99.00
2013 01 06 03 50 102  9.1 11.9  3.57 10.81  7.31  94 1021.5  23.7  23.9  18.2 99.0 99.00
2013 01 06 04 50 108 10.3 12.8  3.43 10.00  7.19  93 1021.8  23.7  23.9  18.1 99.0 99.00
2013 01 06 05 50 112 10.4 12.9  3.57 10.81  7.32  99 1022.1  23.7  23.9  18.1 99.0 99.00
2013 01 06 06 50 112 10.7 13.4  3.47 10.81  7.25  98 1022.5  23.7  23.9  18.1 99.0 99.00
2013 01 06 07 50 114 11.2 14.1  3.56 10.00  7.18 101 1022.5  23.7  23.9  17.8 99.0 99.00
2013 01 06 08 50 110 10.7 12.7  3.56 10.00  7.15 107 1022.9  23.6  23.9  17.7 99.0 99.00
2013 01 06 09 50 116  9.6 11.8  3.67 10.81  7.45  97 1022.9  23.6  23.9  17.7 99.0 99.00
2013 01 06 10 50 114  9.7 12.2  3.55 10.81  7.45 112 1022.6  23.6  23.9  17.8 99.0 99.00
2013 01 06 11 50 116  9.1 10.6  3.42 10.00  7.35 105 1022.4  23.6  23.8  17.9 99.0 99.00
2013 01 06 12 50 111  8.5 11.0  3.66 10.00  7.52 106 1022.1  23.6  23.9  18.2 99.0 99.00
2013 01 06 13 50 111 10.3 12.2  3.34 10.81  7.54 106 1021.3  23.4  23.9  18.3 99.0 99.00
2013 01 06 14 50 101  7.9  9.9  3.30 10.81  7.51 110 1021.8  23.4  23.9  18.4 99.0 99.00
2013 01 06 15 50  98  8.9 10.5  3.44 10.81  7.61 106 1021.6  23.4  23.9  18.5 99.0 99.00
2013 01 06 16 50  94  8.8 10.7  3.11 10.81  7.13 112 1021.9  23.4  23.9  18.5 99.0 99.00
2013 01 06 17 50  97  9.7 11.7  3.37 10.81  7.52 100 1022.2  23.4  23.9  18.8 99.0 99.00
2013 01 06 18 50 105  8.9 10.7  3.35 10.00  7.49 111 1022.6  23.7  23.9  18.6 99.0 99.00
2013 01 06 19 50 106  9.4 12.2  3.32 10.81  7.52 116 1023.0  23.6  23.9  18.7 99.0 99.00
2013 01 06 20 50 107  9.2 10.7  3.22 10.81  7.20 108 1022.9  23.8  23.9  18.1 99.0 99.00
2013 01 06 21 50 109  7.1  9.2  3.27 10.81  7.20 117 1022.1  22.3  24.0  18.4 99.0 99.00
2013 01 06 22 50 106 10.0 11.9  3.26 10.81  7.29 104 1020.4  23.5  24.0  18.9 99.0 99.00
2013 01 06 23 50 106  9.4 11.5  3.69 10.81  7.80 102 1019.3  23.3  24.0  18.7 99.0 99.00
2013 01 07 00 50 110  9.6 12.2  3.17 10.81  7.21 107 1018.6  23.5  24.0  18.9 99.0 99.00
2013 01 07 01 50 113  8.8 10.3  2.93 10.81  7.21 102 1018.7  23.5  24.0  18.7 99.0 99.00
2013 01 07 02 50 115  8.5 10.2  3.22 10.81  7.42 110 1019.3  23.6  24.0  18.6 99.0 99.00
2013 01 07 03 50 110  7.7  9.8  3.36 10.81  7.83 110 1019.7  23.7  24.0  19.2 99.0 99.00
2013 01 07 04 50 108  7.7  9.6  2.97 10.81  7.35 114 1020.0  23.5  23.9  19.5 99.0 99.00
2013 01 07 05 50 106  7.9  9.5  3.17 10.81  7.54 109 1020.1  22.8  23.9  19.2 99.0 99.00
2013 01 07 06 50 115  8.0  9.7  3.14 10.81  7.76 113 1020.3  23.4  23.9  19.8 99.0 99.00
2013 01 07 07 50 107  8.5 10.1  3.42 10.81  7.85 111 1020.2  23.1  23.9  19.8 99.0 99.00
2013 01 07 08 50 112  8.9 11.4  3.03 10.81  7.19 113 1020.0  23.4  23.9  19.5 99.0 99.00
2013 01 07 09 50 101  8.2 10.0  3.15 10.81  7.35 120 1019.8  22.8  23.9  19.4 99.0 99.00
2013 01 07 10 50 119  8.4 10.2  3.24 10.81  7.41 111 1019.5  23.2  23.9  18.9 99.0 99.00
2013 01 07 11 50 112  8.2 10.3  3.17 10.81  7.35 117 1019.3  23.3  23.9  19.5 99.0 99.00
2013 01 07 12 50 116  8.7 10.4  3.08 10.81  7.34 114 1018.8  23.3  23.8  19.2 99.0 99.00
2013 01 07 13 50 100  9.2 10.9  3.32 10.81  7.51 112 1018.7  22.5  23.8  19.1 99.0 99.00
2013 01 07 14 50 108  8.9 10.8  3.02 10.00  7.25 115 1018.7  22.9  23.8  19.1 99.0 99.00
2013 01 07 15 50 110  8.3 10.3  3.13 11.43  7.50 113 1018.8  22.5  23.8  19.0 99.0 99.00
2013 01 07 16 50 104  7.9  9.7  2.76 10.00  7.18 108 1019.4  22.7  23.8  18.8 99.0 99.00
2013 01 07 17 50 104  9.3 11.4  3.41 11.43  7.97 102 1019.8  23.4  23.8  18.5 99.0 99.00
2013 01 07 18 50 101  9.0 11.7  2.99 11.43  7.40 108 1020.2  23.4  23.8  18.1 99.0 99.00
2013 01 07 19 50 108  9.0 11.2  3.24 10.81  7.25 113 1020.7  23.6  23.8  17.9 99.0 99.00
2013 01 07 20 50 108  8.8 10.9  3.38 10.81  7.70 112 1020.7  23.6  23.8  17.3 99.0 99.00
2013 01 07 21 50 107  8.2 10.0  3.18 11.43  7.48 117 1020.1  23.6  23.8  17.1 99.0 99.00
2013 01 07 22 50 104  7.6  9.2  3.28 10.00  7.64 112 1019.1  23.5  23.8  17.7 99.0 99.00
2013 01 07 23 50 107  7.6  9.4  2.87 11.43  7.32 107 1018.0  23.4  23.8  17.4 99.0 99.00
2013 01 08 00 50 103  7.1  9.2  3.05 11.43  7.70 102 1017.5  23.3  23.8  17.6 99.0 99.00
2013 01 08 01 50 108  6.7  8.6  3.08 10.81  7.88 104 1017.6  23.5  23.8  17.1 99.0 99.00
2013 01 08 02 50  97  6.4  9.5  3.23 11.43  8.16  99 1017.8  23.4  23.8  17.6 99.0 99.00
2013 01 08 03 50 108  7.4  9.0  2.83 10.81  7.84  99 1018.0  23.5  23.8  17.3 99.0 99.00
2013 01 08 04 50 127  6.7  9.5  2.88 10.81  7.75  97 1018.5  22.8  23.8  18.2 99.0 99.00
2013 01 08 05 50  99  7.4  8.9  3.23 11.43  8.21  98 1018.6  23.4  23.8  17.7 99.0 99.00
2013 01 08 06 50 100  7.6  9.3  3.23 11.43  8.18  98 1018.7  23.4  23.8  17.0 99.0 99.00
2013 01 08 07 50  98  8.0  9.4  3.23 11.43  8.18 104 1018.7  23.3  23.8  17.8 99.0 99.00
2013 01 08 08 50  99  8.8 10.9  2.87 10.81  7.57  97 1018.5  23.3  23.8  18.0 99.0 99.00
2013 01 08 09 50  99  8.7 10.4  3.07 11.43  7.48  97 1018.2  23.2  23.8  17.8 99.0 99.00
2013 01 08 10 50  94  7.7  9.5  3.18 10.00  7.53 108 1017.9  22.4  23.8  18.4 99.0 99.00
2013 01 08 11 50  96  7.9 10.2  3.05 10.81  7.68  93 1017.2  23.1  23.8  18.4 99.0 99.00
2013 01 08 12 50  99  8.2  9.9  3.15 10.81  7.80 108 1016.6  22.7  23.8  18.0 99.0 99.00
2013 01 08 13 50  84  8.5 10.4  3.30 11.43  7.81  96 1016.0  22.2  23.8  19.0 99.0 99.00
2013 01 08 14 50 102  8.4 10.5  3.10 11.43  7.85  91 1015.4  22.7  23.8  19.3 99.0 99.00
2013 01 08 15 50 106 10.2 12.1  3.26 13.79  7.91 338 1015.2  22.9  23.8  18.6 99.0 99.00
2013 01 08 16 50  97  9.9 11.9  3.07 10.81  7.60  99 1015.4  23.1  23.8  18.9 99.0 99.00
2013 01 08 17 50  98 10.1 12.1  3.26 10.81  7.58 100 1015.7  23.0  23.8  18.7 99.0 99.00
2013 01 08 18 50  93  9.6 11.9  3.31 10.81  7.59 104 1016.4  23.2  23.8  18.9 99.0 99.00
2013 01 08 19 50  95 10.9 13.4  3.44 10.81  7.61 106 1016.8  23.3  23.8  18.3 99.0 99.00
2013 01 08 20 50  92  9.0 11.0  3.24 10.81  7.37 102 1017.0  22.2  23.8  18.6 99.0 99.00
2013 01 08 21 50  98 10.1 12.3  3.06 11.43  6.84  90 1016.1  23.4  23.8  18.8 99.0 99.00
2013 01 08 22 50 103 10.1 12.6  3.05 10.81  7.24  97 1015.1  23.5  23.9  18.3 99.0 99.00
2013 01 08 23 50 108 11.7 15.6  3.45 11.43  7.43 101 1014.4  22.2  23.9  18.9 99.0 99.00
2013 01 09 00 50  99  9.7 11.6  3.40 10.81  7.55 103 1014.1  22.8  23.9  18.4 99.0 99.00
2013 01 09 01 50 104  7.4  9.4  3.42 11.43  7.49  98 1014.7  21.6  23.8  19.7 99.0 99.00
2013 01 09 02 50 101 10.2 12.4  3.10 10.81  6.99 101 1015.0  21.6  23.8  19.5 99.0 99.00
2013 01 09 03 50 101  9.8 12.9  3.26 12.12  7.28  59 1015.6  21.7  23.8  19.4 99.0 99.00
2013 01 09 04 50 101 10.2 12.4  3.23 11.43  7.24  92 1015.8  22.8  23.8  19.1 99.0 99.00
2013 01 09 05 50 101 10.6 13.0  3.30 11.43  7.31  91 1016.2  22.2  23.8  19.0 99.0 99.00
2013 01 09 06 50 107 10.1 12.8  3.19 11.43  7.39  97 1016.5  22.3  23.8  19.6 99.0 99.00
2013 01 09 07 50 127 11.9 15.4  3.29 10.00  7.18  98 1016.2  21.6  23.8  19.2 99.0 99.00
2013 01 09 08 50 102 11.6 15.0  3.32 10.00  7.05 104 1016.0  23.5  23.8  18.6 99.0 99.00
2013 01 09 09 50 109 11.7 14.2  3.45 10.00  7.01 100 1015.9  23.4  23.8  18.1 99.0 99.00
2013 01 09 10 50 109 10.7 13.0  3.23 10.81  6.71 102 1015.9  23.4  23.8  18.5 99.0 99.00
2013 01 09 11 50 117  9.4 11.9  3.58 10.00  7.08 113 1015.5  22.4  23.8  18.9 99.0 99.00
2013 01 09 12 50 116 10.8 13.2  3.46 10.00  7.10 108 1014.9  23.0  23.8  18.9 99.0 99.00
2013 01 09 13 50 122 10.6 13.6  3.37 10.81  7.01 106 1014.6  23.3  23.8  18.1 99.0 99.00
2013 01 09 14 50 124 10.3 13.1  3.23 10.81  6.92 121 1014.6  23.2  23.7  17.9 99.0 99.00
2013 01 09 15 50 129  9.6 11.7  3.02 10.81  7.12 115 1014.6  23.2  23.7  18.2 99.0 99.00
2013 01 09 16 50 126  9.7 11.6  3.06 10.81  7.00 112 1014.9  23.2  23.7  18.5 99.0 99.00
2013 01 09 17 50 118  9.9 11.9  3.09 10.81  7.01 112 1015.2  23.2  23.7  18.4 99.0 99.00
2013 01 09 18 50 126  9.4 10.8  2.78 10.81  6.94 116 1015.5  23.4  23.7  18.5 99.0 99.00
2013 01 09 19 50 123  8.8 11.1  3.20 10.81  7.27 106 1016.4  23.5  23.7  18.7 99.0 99.00
2013 01 09 20 50 128  8.8 10.8  2.89 10.81  7.16 110 1016.4  23.5  23.7  18.7 99.0 99.00
2013 01 09 21 50 130  9.1 11.8  2.80 10.00  6.88 101 1015.6  23.4  23.8  18.2 99.0 99.00
2013 01 09 22 50 128  9.3 10.9  2.75 10.00  6.90 100 1014.4  23.2  23.8  19.0 99.0 99.00
2013 01 09 23 50 127  8.7 10.8  2.96 10.81  7.11 109 1013.9  23.4  23.8  18.8 99.0 99.00
2013 01 10 00 50 136  9.0 12.2  3.12 10.81  7.22 107 1013.5  22.5  23.8  18.6 99.0 99.00
2013 01 10 01 50 129  9.4 11.2  2.90 10.81  7.09 108 1013.3  23.5  23.8  19.0 99.0 99.00
2013 01 10 02 50 125  9.7 12.0  2.91 10.81  6.89  90 1013.3  23.6  23.8  19.2 99.0 99.00
2013 01 10 03 50 122  8.8 10.5  2.74 10.81  6.75  98 1014.0  23.5  23.8  19.7 99.0 99.00
2013 01 10 04 50 128  8.8 10.5  2.58 10.81  6.66  91 1014.5  23.5  23.8  19.6 99.0 99.00
2013 01 10 05 50 128  8.4 10.2  2.63 10.81  6.73 109 1015.2  23.5  23.7  19.7 99.0 99.00
2013 01 10 06 50 126  8.1  9.7  2.66 10.81  6.79 102 1015.5  23.5  23.7  20.0 99.0 99.00
2013 01 10 07 50 128  9.3 10.9  2.64 10.81  6.60 105 1015.6  23.4  23.7  19.7 99.0 99.00
2013 01 10 08 50 127  9.4 11.3  2.89 10.81  6.90 107 1015.6  23.5  23.7  19.8 99.0 99.00
2013 01 10 09 50 127  8.8 10.1  2.70 10.81  6.76 106 1015.5  23.1  23.7  19.8 99.0 99.00
2013 01 10 10 50 129  8.2 10.0  2.70 10.81  6.52 101 1015.0  23.2  23.7  19.8 99.0 99.00
2013 01 10 11 50 122  9.7 12.0  2.89 10.81  6.59  96 1015.1  22.6  23.7  19.9 99.0 99.00
2013 01 10 12 50 130  9.7 11.4  2.85 10.81  6.48 107 1014.5  22.7  23.7  19.4 99.0 99.00
